date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,yr_built,zipcode,year,house_age,city,typical_levy_rate,area_crime,school_rate,unemployment_rate,travel_time_to_work,median_household_income,total_population,median_age
2014-05-21,1130000.0,4,3.25,3810,8519,1.0,1,3,10,2007,98033,2014,16,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-21,1550000.0,3,2.5,4460,26027,2.0,0,3,12,1992,98033,2014,31,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-21,691000.0,4,2.75,2550,8632,1.0,0,3,8,1972,98033,2014,51,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-21,512500.0,3,2.5,1900,7604,2.0,0,3,8,1990,98033,2014,33,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-22,1170000.0,3,2.75,2890,12130,2.0,3,4,10,1987,98033,2014,36,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-22,1050000.0,4,3.25,3440,35021,2.0,0,3,10,1983,98033,2014,40,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-22,648360.0,4,1.75,2260,7005,1.0,1,4,7,1947,98033,2014,76,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-23,498000.0,2,2.0,1140,8282,1.0,0,3,6,1924,98033,2014,99,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-27,754950.0,3,2.5,2610,7256,2.0,0,3,9,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-27,1710000.0,5,4.5,4590,14685,2.0,0,3,10,2009,98033,2014,14,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-27,800000.0,4,2.5,2680,7200,1.0,0,3,8,1952,98033,2014,71,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-27,857000.0,4,3.0,3720,29043,2.0,0,3,9,1991,98033,2014,32,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-28,537000.0,3,2.5,1550,12920,2.0,0,5,7,1999,98033,2014,24,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-05-29,475300.0,3,1.0,2110,10005,1.0,0,5,7,1924,98033,2014,99,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-02,939000.0,4,2.75,3270,12880,2.0,0,3,9,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-02,1035000.0,3,2.5,2230,5750,2.0,0,3,9,2003,98033,2014,20,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-03,560000.0,3,1.75,2000,10182,1.0,0,5,7,1963,98033,2014,60,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-04,470000.0,3,2.0,1800,12669,1.0,0,3,7,1956,98033,2014,67,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-04,837500.0,4,2.5,2700,9320,2.0,0,4,8,1994,98033,2014,29,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-04,791000.0,3,2.25,2430,5500,2.0,0,3,8,1989,98033,2014,34,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-05,466800.0,3,2.5,1480,14250,2.0,0,3,7,1996,98033,2014,27,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-06,510000.0,4,1.5,1320,14250,1.0,0,4,7,1954,98033,2014,69,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-06,879950.0,4,2.75,3010,7215,2.0,0,3,9,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-06,510000.0,3,1.75,1480,7040,1.0,0,3,7,1974,98033,2014,49,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-10,899900.0,4,2.5,2580,3909,2.0,0,3,8,2013,98033,2014,10,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-10,1180000.0,5,3.75,3630,6000,1.5,0,3,9,2004,98033,2014,19,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-10,1025000.0,5,4.0,3760,28040,2.0,0,3,10,1983,98033,2014,40,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-10,750000.0,5,3.25,2750,7500,2.0,1,3,7,1937,98033,2014,86,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-12,890000.0,3,2.25,2060,8640,1.0,0,4,8,1966,98033,2014,57,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-12,1485000.0,4,3.75,4030,10800,2.0,0,3,10,2006,98033,2014,17,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-12,370000.0,2,1.0,1220,17172,1.0,0,4,6,1947,98033,2014,76,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-16,410000.0,4,2.0,1580,9581,1.0,0,3,7,1953,98033,2014,70,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-16,902000.0,4,2.5,3030,8507,2.0,0,3,9,2003,98033,2014,20,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-17,1538000.0,3,2.25,2880,7599,1.0,2,3,9,1958,98033,2014,65,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-17,810000.0,3,2.5,2670,10481,2.0,0,3,9,2003,98033,2014,20,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-17,720000.0,4,2.5,2650,11520,2.0,0,3,8,1988,98033,2014,35,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-18,850000.0,5,3.5,3450,28324,1.0,0,5,8,1972,98033,2014,51,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-18,1399950.0,4,2.75,3870,10046,2.0,0,3,11,2005,98033,2014,18,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-18,820000.0,4,2.5,3170,8523,2.0,0,3,9,2008,98033,2014,15,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-19,450000.0,3,1.75,1610,11200,1.0,0,3,7,1955,98033,2014,68,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-20,623000.0,3,2.5,1850,7777,2.0,0,5,8,1989,98033,2014,34,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-20,950000.0,4,2.5,3360,11548,2.0,0,3,9,1988,98033,2014,35,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-22,687000.0,4,2.5,2370,10083,2.0,0,5,8,1966,98033,2014,57,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-23,725000.0,3,1.75,1610,8613,1.0,0,5,7,1962,98033,2014,61,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-24,1010000.0,2,2.0,1460,9052,1.0,2,5,6,1900,98033,2014,123,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-25,409900.0,2,2.5,1590,1845,2.0,0,3,9,1997,98033,2014,26,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-25,1065000.0,5,3.25,3370,7947,2.0,0,3,10,2001,98033,2014,22,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-26,800000.0,3,1.75,2080,75794,1.0,0,3,7,1958,98033,2014,65,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-27,982000.0,4,2.75,3610,8580,2.0,0,3,9,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-30,963000.0,4,3.25,3530,8589,2.0,0,3,10,2007,98033,2014,16,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-30,1095000.0,4,2.75,3330,9143,2.0,0,4,10,1995,98033,2014,28,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-06-30,461000.0,3,1.75,3600,8666,2.0,0,4,6,1948,98033,2014,75,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-01,1020000.0,4,3.5,3770,8501,2.0,0,3,10,2008,98033,2014,15,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-01,1150000.0,4,2.5,3340,10422,2.0,0,3,10,1996,98033,2014,27,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-02,630000.0,4,2.5,2190,9880,1.0,0,4,8,1979,98033,2014,44,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-02,481015.0,3,2.25,1550,5511,2.0,0,3,8,1987,98033,2014,36,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-03,1127000.0,4,2.5,3160,8281,2.0,0,4,9,1995,98033,2014,28,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-03,1150000.0,5,2.5,3580,8921,2.0,0,3,9,2000,98033,2014,23,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-03,815000.0,4,2.5,3150,4203,2.0,0,3,9,2002,98033,2014,21,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-04,625000.0,3,1.5,1300,7200,1.0,0,5,7,1960,98033,2014,63,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-07,665000.0,5,2.0,2800,17788,1.0,0,4,8,1963,98033,2014,60,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-08,560000.0,4,2.25,1950,9800,1.0,0,3,8,1968,98033,2014,55,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-08,999000.0,4,2.5,3130,10849,2.0,0,3,10,2013,98033,2014,10,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-09,630000.0,3,1.75,1710,8767,1.0,0,4,8,1986,98033,2014,37,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-09,1065000.0,4,3.75,4260,9800,2.0,0,3,10,2008,98033,2014,15,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-09,379000.0,3,2.5,1530,2913,2.0,0,4,7,1986,98033,2014,37,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-09,560000.0,2,1.0,1010,9219,1.0,0,4,7,1960,98033,2014,63,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-10,875000.0,5,3.0,2960,15152,2.0,0,3,9,2004,98033,2014,19,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-10,770000.0,5,2.5,3000,7912,1.0,0,3,9,2007,98033,2014,16,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-11,1480000.0,3,3.25,3700,2264,2.0,0,3,11,1998,98033,2014,25,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-12,839950.0,4,2.75,3010,7200,2.0,0,3,9,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-14,670000.0,2,1.75,1650,7500,1.0,0,4,7,1959,98033,2014,64,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-14,718500.0,4,2.75,2840,8800,2.0,0,3,9,2008,98033,2014,15,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-14,410000.0,3,2.0,1270,10227,1.0,0,4,6,1968,98033,2014,55,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-14,585000.0,4,1.75,3140,12519,1.0,0,3,7,1951,98033,2014,72,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-14,1202500.0,3,2.5,3430,28718,1.5,0,3,10,1984,98033,2014,39,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-15,587000.0,3,2.5,2150,5193,2.0,0,3,8,1995,98033,2014,28,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-15,470000.0,3,2.25,1780,8784,1.0,0,3,7,1977,98033,2014,46,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-15,607000.0,4,2.75,2150,16728,1.0,0,4,8,1982,98033,2014,41,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-16,460500.0,3,1.0,1490,10650,1.0,0,3,7,1963,98033,2014,60,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-16,357500.0,3,1.0,1070,10125,1.0,0,3,7,1961,98033,2014,62,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-17,580000.0,5,2.75,3550,9600,2.0,0,3,7,1960,98033,2014,63,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-18,590000.0,4,2.75,2910,10650,1.0,2,3,8,1975,98033,2014,48,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-21,700000.0,3,2.75,2190,11060,1.0,0,4,7,1973,98033,2014,50,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-21,560000.0,3,2.0,1840,14985,1.0,0,3,7,1968,98033,2014,55,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-21,335000.0,3,1.5,1560,9600,1.0,0,4,7,1961,98033,2014,62,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-22,495000.0,3,1.5,2240,13288,1.0,0,3,7,1953,98033,2014,70,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-22,700000.0,3,2.5,2190,7982,2.0,0,3,8,2004,98033,2014,19,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-22,810000.0,4,2.5,2910,6555,2.0,0,3,9,2005,98033,2014,18,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-23,889950.0,4,2.75,3080,7242,2.0,0,3,9,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-23,899000.0,4,2.5,2580,3943,2.0,0,3,8,2013,98033,2014,10,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-23,778000.0,3,2.0,1840,6000,2.0,0,5,7,1946,98033,2014,77,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-23,375000.0,3,1.5,1110,5500,1.0,0,3,6,1940,98033,2014,83,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-23,879950.0,4,2.75,3020,7203,2.0,0,3,9,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-23,355000.0,3,1.0,940,8512,1.0,0,4,7,1967,98033,2014,56,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-24,775000.0,4,2.5,2070,8473,1.0,0,4,8,1976,98033,2014,47,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-25,567000.0,5,2.25,2100,6936,1.0,0,3,8,1974,98033,2014,49,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-25,522000.0,3,1.75,1630,15600,1.0,0,3,7,1958,98033,2014,65,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-25,1720000.0,5,4.0,4590,35046,2.0,0,3,10,2008,98033,2014,15,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-28,968933.0,4,3.5,4120,7304,2.0,0,3,11,2006,98033,2014,17,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-28,1480000.0,3,3.5,4070,26000,2.0,0,3,11,1991,98033,2014,32,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-28,411000.0,2,2.5,1590,2088,2.0,0,3,9,1997,98033,2014,26,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-28,687500.0,5,2.75,3320,10500,1.0,0,4,7,1963,98033,2014,60,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-30,1017000.0,4,1.75,2600,41041,1.5,0,4,8,1965,98033,2014,58,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-30,1385000.0,4,3.5,3230,7200,1.0,1,3,10,2000,98033,2014,23,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-31,1274950.0,4,2.75,3820,8850,2.0,0,3,10,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-31,1260000.0,4,2.5,2880,9003,2.0,0,3,10,2008,98033,2014,15,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-07-31,710000.0,4,2.75,2090,8064,2.0,0,5,7,1967,98033,2014,56,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-01,725000.0,4,1.75,2190,9400,1.0,0,4,7,1962,98033,2014,61,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-01,1598000.0,5,3.75,4270,7500,2.0,0,3,10,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-04,500000.0,3,1.75,1570,8530,1.0,0,4,7,1983,98033,2014,40,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-05,575000.0,3,2.5,2070,3599,2.0,0,3,8,1999,98033,2014,24,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-06,606000.0,4,2.25,2390,8858,1.0,0,4,8,1979,98033,2014,44,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-08,1035000.0,4,2.5,2910,9131,2.0,0,3,10,2014,98033,2014,9,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-11,539900.0,3,1.75,1650,10150,1.0,0,3,8,1976,98033,2014,47,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-11,476500.0,3,1.0,1060,8625,2.0,0,4,7,1962,98033,2014,61,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-11,600000.0,4,1.75,1810,7700,1.0,0,5,8,1977,98033,2014,46,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-12,785000.0,2,0.75,1260,4800,1.5,2,4,6,1942,98033,2014,81,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-12,1648000.0,4,3.5,4610,12500,2.0,2,3,11,2003,98033,2014,20,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-13,490000.0,3,2.0,2370,12196,2.0,0,4,7,1970,98033,2014,53,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-13,545000.0,3,2.5,1900,3366,2.0,0,3,9,1996,98033,2014,27,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-13,2700000.0,5,4.0,4230,27295,2.0,4,3,8,1949,98033,2014,74,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-13,870000.0,3,2.5,3210,8630,2.0,0,4,10,1990,98033,2014,33,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-14,461000.0,3,2.25,1850,7923,1.0,0,4,7,1977,98033,2014,46,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-15,625000.0,4,2.25,2070,7200,1.0,0,5,8,1977,98033,2014,46,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-15,657500.0,3,1.75,980,6002,1.0,0,4,6,1942,98033,2014,81,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-18,980000.0,4,2.5,3780,10962,2.0,0,3,10,1990,98033,2014,33,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-18,649000.0,4,2.0,2240,11040,1.0,0,5,8,1961,98033,2014,62,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-19,860000.0,4,2.5,3070,6923,2.0,0,3,9,2009,98033,2014,14,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-19,968060.0,4,2.5,2620,16200,1.0,2,4,7,1950,98033,2014,73,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-19,790000.0,4,2.5,2240,8664,1.0,0,5,8,1975,98033,2014,48,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-19,604950.0,3,2.5,2110,5608,1.0,0,3,8,2013,98033,2014,10,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-19,1205000.0,5,3.5,3220,8000,2.0,0,3,9,2008,98033,2014,15,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-19,426000.0,3,1.0,1130,9147,1.0,0,5,7,1952,98033,2014,71,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-20,675000.0,3,2.0,1010,5973,1.0,0,5,6,1942,98033,2014,81,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-20,475000.0,3,1.5,1750,12632,1.0,0,4,7,1952,98033,2014,71,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-21,661000.0,3,2.0,1820,4418,2.0,0,4,8,1994,98033,2014,29,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-21,716125.0,3,2.25,2110,7279,1.0,0,4,9,1984,98033,2014,39,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-21,487000.0,2,2.5,1470,2533,2.0,0,3,8,2005,98033,2014,18,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-21,775000.0,3,2.5,1980,7807,2.0,0,4,9,1989,98033,2014,34,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-22,610000.0,4,2.5,2100,8800,1.0,0,5,8,1980,98033,2014,43,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
2014-08-25,752500.0,4,2.25,2360,8616,2.0,0,4,8,1974,98033,2014,49,Kirkland,0.10949999999999999,"2,017",0.8176736,0.059000000000000004,22.4,"103,995","36,105",39.4
